Site,Plant,Sex,Individual,PhenotypeA,PhenotypeB
Site 24,4,Male,19,2.106676355150697,0.8894739600473558
Site 24,4,Female,20,1.7994486428540677,0.982440079587789
Site 24,5,Female,1,1.927292907135026,1.1794573355296045
Site 24,5,Male,2,1.7564490564599986,1.1293252154205113
Site 24,5,Female,3,2.089599054591973,1.109177693782526
Site 24,5,Female,4,2.0014519092569176,1.422643615395622
Site 24,5,Male,5,2.3755849589976625,0.3770676962804052
Site 24,5,Male,6,2.3724131647183837,0.5751993978524318
Site 24,5,Male,7,1.813304396711425,0.8087206845023078
Site 24,5,Male,8,1.8991702972848428,0.5828169430220533
Site 24,5,Female,9,2.3707788314203917,1.163093757673228
Site 24,5,Male,10,2.134809640530946,1.2197891737005766
Site 24,5,Female,11,2.480855660326752,1.4618535995734723
Site 24,5,Female,12,2.289710895164988,0.7923616834519078
Site 24,5,Female,13,2.344479347520873,0.8893262632469847
Site 24,5,Female,14,2.2065224005851123,0.9935097269269667
Site 24,5,Male,15,1.7835806057509882,1.00850271268317
Site 24,5,Female,16,1.9119041875201812,0.475652041774122
Site 24,5,Male,17,2.039559926523295,1.3387030756567224
Site 24,5,Male,18,2.2809924599087505,0.6291192925751816
Site 24,5,Male,19,2.0220666051477583,0.4053863296926968
Site 24,5,Male,20,2.016898171118917,0.4934035589390004
Site 25,1,Male,1,1.4307766770527501,2.180736894494502
Site 25,1,Female,2,1.7718046318000475,2.8326031543113284
Site 25,1,Female,3,1.555209564070155,2.879346518110845
Site 25,1,Male,4,1.8669534363728757,2.667514174028957
Site 25,1,Female,5,1.0262762829255996,3.4533705971820634
Site 25,1,Male,6,1.458751076809935,3.8526901204253146
Site 25,1,Male,7,1.73934221316257,3.0340326411439706
Site 25,1,Female,8,1.0488169622738472,3.5839238130824222
Site 25,1,Male,9,2.134199155473225,3.1061703588951386
Site 25,1,Female,10,1.9646918295512612,2.3755982655745504
Site 25,1,Male,11,2.0872296684498846,2.9823215651685056
Site 25,1,Female,12,2.031448527733875,2.7331189295756824
Site 25,1,Male,13,0.3355566773842542,2.4436561532203203
Site 25,1,Male,14,0.5108175186360135,2.737558113235231
Site 25,1,Male,15,1.8721828721606124,2.2206425532825893
Site 25,1,Male,16,1.3294975305984482,3.176713196579928
Site 25,1,Male,17,1.2817161250552567,2.7393462818171814
Site 25,1,Male,18,1.2416362581976814,2.878684492382735
Site 25,1,Female,19,2.1875825454540196,3.624198776630071
Site 25,1,Female,20,0.9037467151885502,2.677957831017495
Site 25,2,Female,1,2.3429950835415196,2.4487544087132402
Site 25,2,Male,2,2.580556707480717,3.4594696790229227
Site 25,2,Male,3,0.9250922858088392,3.2433670206838623
Site 25,2,Male,4,2.6484425362037634,2.193597725300119
Site 25,2,Female,5,2.229936554692509,3.0954958369171037
Site 25,2,Female,6,0.9339980830093567,4.103875380831013
Site 25,2,Female,7,1.6505104925130472,2.839370271761186
Site 25,2,Female,8,1.5535405047942297,3.0092708173846803
Site 25,2,Male,9,1.4658395545656009,2.735960617591913
Site 25,2,Male,10,2.7364912228669978,3.051159073907687
Site 25,2,Female,11,2.1023134022213656,2.7706492047722358
Site 25,2,Male,12,2.135956012125823,3.774776905594008
Site 25,2,Female,13,1.764624416287436,3.244152612788859
Site 25,2,Male,14,1.612022780715384,3.3677321925113453
Site 25,2,Female,15,1.1396064279583653,2.9026868025529518
Site 25,2,Female,16,2.872615278908274,3.3630999869854135
Site 25,2,Male,17,2.5329184717867723,3.376292002612006
Site 25,2,Female,18,1.4254234518557816,3.0861152591518612
Site 25,2,Male,19,1.7992488328636869,2.8969911259586305
Site 25,2,Female,20,1.4913504235479627,2.993312754094086
Site 25,3,Female,1,0.9441651393459994,3.1161146247748976
Site 25,3,Male,2,2.0408990852703766,2.838852527147924
Site 25,3,Female,3,1.030414352313936,3.0148399132203387
Site 25,3,Female,4,1.5292164361438667,2.8594940646003053
Site 25,3,Female,5,2.777079045472036,3.5145969480791246
Site 25,3,Male,6,1.8150704086378822,3.468202717112316
Site 25,3,Male,7,1.9155688937959026,2.187557080431441
Site 25,3,Male,8,2.3318927928876394,4.02876201266741
Site 25,3,Female,9,1.5930717806880315,3.7947948178814848
Site 25,3,Male,10,2.5286857969101453,3.4765988336961597
Site 25,3,Male,11,1.5095515896624712,3.3759929984928387
Site 25,3,Female,12,1.6550115701016463,3.641459699738616
Site 25,3,Female,13,2.116469162619274,3.401057465716318
Site 25,3,Male,14,1.9250964440188398,2.9014855132005746
Site 25,3,Male,15,1.5958756756411234,2.5010290041958756
Site 25,3,Male,16,2.204355613418766,2.9650817217412824
Site 25,3,Female,17,2.037890739097111,2.741217601354305
Site 25,3,Male,18,1.764223494423533,2.8417708608035066
Site 25,3,Female,19,0.7272267631522676,2.9776822513691363
Site 25,3,Female,20,1.8737505256162794,2.7049763297121525
Site 25,4,Male,1,2.532746087231301,2.9958589824525426
Site 25,4,Female,2,1.8580963049198616,2.904784503155192
Site 25,4,Male,3,2.200300056248846,3.0225957665528727
Site 25,4,Female,4,1.0317102878380968,2.985938312409908
Site 25,4,Male,5,1.248574575581575,3.0473217195514892
Site 25,4,Female,6,1.9043275859009614,3.84723752213693
Site 25,4,Male,7,2.101495275831079,3.8362618393584285
Site 25,4,Male,8,2.1790320011120716,2.8039723593879717
Site 25,4,Male,9,1.8281499965957018,3.637820201627097
Site 25,4,Female,10,2.5675658347949195,2.814432251534015
Site 25,4,Female,11,2.006189251555614,2.9623662529145007
Site 25,4,Female,12,1.6922413200711839,2.358447628725894
Site 25,4,Female,13,1.5785231400214201,3.6989053180584976
Site 25,4,Male,14,1.3152355793911332,2.206716693651483
Site 25,4,Male,15,1.7512287325212386,3.032110981823892
Site 25,4,Female,16,1.3853750908182436,2.7352147893936807
Site 25,4,Female,17,1.0083821413189813,3.390943265887918
Site 25,4,Female,18,2.4306045938321885,2.633378410499898
Site 25,4,Male,19,2.140225037790308,2.7479120831787376
Site 25,4,Female,20,2.261138805911871,2.731093681858574
Site 25,5,Male,1,2.0212966638165955,2.9667640324799756
Site 25,5,Female,2,2.067413092694499,2.9229714071227284
Site 25,5,Male,3,1.531944133136431,3.3125490538555993
Site 25,5,Male,4,1.6454265265299708,3.5764366524331543
Site 25,5,Female,5,2.837214054513985,2.7482275903041797
Site 25,5,Female,6,1.1285713750209558,2.8471210648080816
Site 25,5,Male,7,1.3420613447432967,2.6210514918536756
Site 25,5,Male,8,1.7664738099530646,3.2359592336560437
Site 25,5,Female,9,1.824959732452884,2.9381794047962613
Site 25,5,Female,10,1.8260609734964859,3.020186638852336
Site 25,5,Male,11,2.5579178424011086,3.4892965657990005
Site 25,5,Male,12,1.0073570391079354,3.5261409404976014
Site 25,5,Female,13,1.963887561227215,3.3814027698196347
Site 25,5,Male,14,1.4262819554889452,3.2692704553083756
Site 25,5,Female,15,1.3926834741038543,3.3234353715949236
Site 25,5,Male,16,1.676998862013756,3.2023591226887627
Site 25,5,Female,17,1.2396036170600342,3.331677104277364
Site 25,5,Female,18,1.4099598853245343,2.8264595632681826
Site 25,5,Male,19,1.56530101760822,3.6971108096435357
Site 25,5,Female,20,1.2200777964496785,3.035444154539893
Site 26,1,Male,1,3.0042875665582782,3.552692400119011
Site 26,1,Female,2,1.5091164109898203,3.7856445134215875
Site 26,1,Male,3,3.2193185156105573,4.7066098676267405
Site 26,1,Male,4,2.6183645661543853,4.159878346053138
Site 26,1,Male,5,2.330267405699567,3.417090261696627
Site 26,1,Female,6,1.9265680578970321,3.827371608201877
Site 26,1,Male,7,2.047113352292388,3.571487812062878
Site 26,1,Female,8,2.6410239667945756,3.7058513960408925
Site 26,1,Female,9,2.491076154363777,3.6996590856358256
Site 26,1,Male,10,2.8982141390411207,3.5296613074425762
Site 26,1,Male,11,2.3499740774134845,3.7588500463876713
Site 26,1,Female,12,1.8840162458524556,4.3268332850642555
Site 26,1,Female,13,2.214015788962047,3.6385469840905205
Site 26,1,Female,14,3.3123750445217035,3.927634733590893
Site 26,1,Female,15,1.7519482397844566,3.222627866803132
Site 26,1,Female,16,2.7699625258925735,4.000628526509493
Site 26,1,Female,17,3.208646072753317,4.50427907242776
Site 26,1,Female,18,1.9242609942447406,4.234021767320999
Site 26,1,Male,19,2.0603145816891,3.6096396684495384
Site 26,1,Male,20,2.426999977035648,4.296326717996125
Site 26,2,Female,1,2.0724086261451413,3.0547157744170645
Site 26,2,Male,2,2.2378457732030563,4.534473438166734
Site 26,2,Male,3,2.295428591498501,3.115411300451886
Site 26,2,Female,4,2.601200687418483,4.166795154415704
Site 26,2,Female,5,2.1634654417537735,3.926842327409221
Site 26,2,Female,6,2.770390059599954,3.992741060035276
Site 26,2,Female,7,1.5961110660200168,3.939762301575544
Site 26,2,Male,8,3.380409143417881,3.3273456028583848
Site 26,2,Male,9,2.516809288127478,3.905911162896401
Site 26,2,Male,10,2.742871143552273,4.221816721047853
Site 26,2,Female,11,1.394676017385795,3.1809737590834204
Site 26,2,Female,12,2.939768455743677,4.512093401746459
Site 26,2,Male,13,1.950262778608616,3.965385150120132
Site 26,2,Female,14,2.0926528790705383,3.940273507629792
Site 26,2,Male,15,3.0428047732452246,3.8025801823432843
Site 26,2,Male,16,2.568003723871676,3.5273722088147372
Site 26,2,Female,17,2.9574397649081874,4.442427668093579
Site 26,2,Female,18,1.77773763612805,3.439276491161006
Site 26,2,Male,19,1.9943330026166763,3.9318273587425754
Site 26,2,Male,20,1.8636899466865704,3.9246729124908346
Site 26,3,Female,1,3.012075171236108,4.026397588850195
Site 26,3,Female,2,1.5750318084334047,4.165738529603774
Site 26,3,Male,3,2.628613433995979,3.4456332583807527
Site 26,3,Male,4,2.5936005884506352,4.014931071803735
Site 26,3,Male,5,2.59903118922578,4.331932339329721
Site 26,3,Female,6,3.1994784948017765,3.10416985381393
Site 26,3,Male,7,3.3358343014696232,4.45263720965431
Site 26,3,Male,8,2.678417658877925,4.0865433623326926
Site 26,3,Male,9,2.938950926943619,3.4324315652538906
Site 26,3,Male,10,3.6800242395062717,3.049572471821121
Site 26,3,Female,11,2.1834293874545474,4.051739053309924
Site 26,3,Male,12,2.285829493455693,2.9857746795996305
Site 26,3,Male,13,2.4602614431514693,3.5893796580942308
Site 26,3,Male,14,2.2373319405872163,3.8491369563302587
Site 26,3,Female,15,3.447139057220031,3.745061074104111
Site 26,3,Male,16,2.3947331071178826,3.620919387907159
Site 26,3,Male,17,1.7173963739636655,5.018609008980147
Site 26,3,Female,18,2.990655016559026,3.686307055945278
Site 26,3,Male,19,1.9529662594754469,4.347808372506387
Site 26,3,Female,20,1.6315588395974836,4.500351504583234
Site 26,4,Male,1,3.0302302402617833,3.3018000333303656
Site 26,4,Female,2,2.1280314215537235,4.120328512890315
Site 26,4,Male,3,2.5929431821097855,3.8233949999130235
Site 26,4,Female,4,2.0525155998029923,3.4468516354085725
Site 26,4,Female,5,2.3621245296889213,3.9448973602551414
Site 26,4,Male,6,2.474124042372353,3.8489221443476365
Site 26,4,Female,7,1.8974105300750068,3.7439407715400517
Site 26,4,Female,8,2.5961137318701946,3.7326074291149296
Site 26,4,Male,9,2.066838486129443,4.197886133697528
Site 26,4,Male,10,2.8547237970743584,4.430021714696634
Site 26,4,Female,11,2.656902830698517,4.426737823560345
Site 26,4,Female,12,1.542631521058333,4.718785490530392
Site 26,4,Male,13,3.106938960821903,4.5565124119189555
Site 26,4,Female,14,2.4593567092630764,4.207595761029466
Site 26,4,Male,15,1.8409021132092263,3.9701304337161067
Site 26,4,Female,16,2.614222629199654,3.705745672816584
Site 26,4,Female,17,2.0810142947360064,3.9855419872519557
Site 26,4,Female,18,2.2727400456805276,3.666213249389501
Site 26,4,Female,19,2.131218737491393,3.3127006249424777
Site 26,4,Female,20,2.3615188288233813,4.2533636055973805
Site 26,5,Male,1,2.770591221172107,3.6972991594119478
Site 26,5,Male,2,2.22165925542833,3.61363514871363
Site 26,5,Female,3,2.8818281707319007,4.921365569301418
Site 26,5,Female,4,2.6602758485837823,4.028673074681691
Site 26,5,Male,5,2.574486575395934,4.382539500976501
Site 26,5,Female,6,2.525973920937238,3.4261955430685536
Site 26,5,Female,7,2.2640559086946737,3.9811687774656934
Site 26,5,Male,8,3.4428197369375964,4.154698363462702
Site 26,5,Female,9,2.2729639230705856,4.042669660671844
Site 26,5,Male,10,2.559211617710327,3.969704917771532
Site 26,5,Male,11,3.215154183571941,3.9573297030936847
Site 26,5,Female,12,2.3963012066330833,3.8638035028797066
Site 26,5,Male,13,2.747109855451874,3.3119110105109613
Site 26,5,Male,14,3.5263423573684296,3.8740719830463912
Site 26,5,Female,15,2.812670628589619,4.108876212226515
Site 26,5,Female,16,1.7312882486364771,3.0395284289044007
Site 26,5,Female,17,1.8264700230962756,3.5142797578281106
Site 26,5,Female,18,2.382323171756959,3.817661070402547
Site 26,5,Male,19,2.5228893085402184,3.852624655542421
Site 26,5,Male,20,2.1250180035082313,4.39729769016299
Site 27,1,Male,1,2.024607746082956,3.988204369997548
Site 27,1,Male,2,2.1945029455727956,4.492871945442857
Site 27,1,Female,3,3.2891475203223717,4.069503379658855
Site 27,1,Female,4,2.722536241498876,4.935591544777011
Site 27,1,Male,5,2.3217657920027954,4.520718619044448
Site 27,1,Female,6,3.2482353958934804,3.663448227924794
Site 27,1,Male,7,2.9456397278333357,3.640392363015986
Site 27,1,Female,8,2.229449110667715,3.321414367665012
Site 27,1,Male,9,2.327017478500857,4.026536466333419
Site 27,1,Female,10,1.3031004237025305,3.5831644458530514
Site 27,1,Female,11,2.1884738600735028,4.4384473317590585
Site 27,1,Female,12,2.462934713918948,5.394018702008456
Site 27,1,Female,13,1.7638462095841971,4.613363315142855
Site 27,1,Male,14,2.3350890769972046,3.914370684342388
Site 27,1,Female,15,2.5007238360754953,3.6784598174607095
Site 27,1,Male,16,2.2592118804298043,4.36061683195948
Site 27,1,Female,17,2.84091305318947,4.624880094070735
Site 27,1,Male,18,1.5580750812228676,4.591294478856258
Site 27,1,Male,19,3.178712340073833,5.104909783184277
Site 27,1,Female,20,3.1106665104922806,3.6664240166300006
Site 27,2,Male,1,3.480910320883514,4.009859412552417
Site 27,2,Male,2,2.5519957657478596,3.9312384291036904
Site 27,2,Female,3,4.052886130566463,5.20115164864543
Site 27,2,Female,4,3.017658078629799,4.3368111963752956
Site 27,2,Female,5,2.920966795265081,3.982352793485329
Site 27,2,Female,6,2.6689817638037465,4.189561338095986
Site 27,2,Female,7,2.5815159521577216,4.144010389464198
Site 27,2,Female,8,3.1265899424026147,3.6614696215337927
Site 27,2,Male,9,2.118534090158895,3.6954985530742404
Site 27,2,Female,10,3.850578488742885,4.421963855435709
Site 27,2,Female,11,2.626148750315672,4.500251955279122
Site 27,2,Female,12,2.9415438895575514,4.705521950251968
Site 27,2,Female,13,2.2109997466766624,3.721701388979945
Site 27,2,Male,14,2.9741933039042263,3.5608845849972695
Site 27,2,Female,15,2.929757339611132,3.954235969491019
Site 27,2,Female,16,2.841903278930713,3.7476929911083707
Site 27,2,Female,17,3.033766482316449,4.062117515290919
Site 27,2,Male,18,2.150871312247852,3.7740735048094907
Site 27,2,Male,19,1.7601940023538922,3.8055476931000727
Site 27,2,Female,20,2.559041424730345,4.52709144230626
Site 27,3,Female,1,2.8971173405423927,4.941677161874856
Site 27,3,Female,2,2.111451837995471,3.61012194616402
Site 27,3,Female,3,3.5739545483665975,3.3356590231865177
Site 27,3,Female,4,3.188078345140805,4.288127195775147
Site 27,3,Female,5,1.983551698829933,3.6527899795666303
Site 27,3,Male,6,2.331484970069178,4.516352414582659
Site 27,3,Male,7,3.1948205844541158,3.8190043528163953
Site 27,3,Female,8,1.8730019998888654,3.7171169825223216
Site 27,3,Male,9,2.788331349650067,3.389374442415806
Site 27,3,Male,10,3.3850508367532197,4.108532414757871
Site 27,3,Female,11,1.8860252667054327,3.908778448269046
Site 27,3,Male,12,2.778791155752187,3.784788523254635
Site 27,3,Male,13,3.278463777182626,4.945044290322381
Site 27,3,Male,14,2.540739976180015,4.548596852930738
Site 27,3,Female,15,3.1360189275436436,4.3496561503835425
Site 27,3,Male,16,2.4596012888154606,3.7963800864576505
Site 27,3,Male,17,2.8504452430534406,3.4014651097158692
Site 27,3,Male,18,2.0373147853529696,4.7943030135658224
Site 27,3,Male,19,2.4932406757417347,4.887625501141578
Site 27,3,Male,20,2.8071783249901348,4.217256088996692
Site 27,4,Female,1,2.207229594983545,4.258889346216942
Site 27,4,Male,2,1.9193647101917233,3.7522858851599072
Site 27,4,Female,3,2.5953662903204004,4.018877219242231
Site 27,4,Male,4,3.417393177693377,3.0132331936792416
Site 27,4,Female,5,2.455036470282416,3.582456556003913
Site 27,4,Male,6,2.6619618561027227,3.3721791474711686
Site 27,4,Female,7,3.5830024332291814,4.4260587967490705
Site 27,4,Female,8,2.830021028318618,3.9211837857305207
Site 27,4,Female,9,3.588421774671524,4.874632491619897
Site 27,4,Male,10,2.8261085496820333,3.756889191126803
Site 27,4,Male,11,2.8462512810143163,2.834618230639479
Site 27,4,Female,12,3.228268157269566,4.565911871304744
Site 27,4,Female,13,3.8567631540712397,3.8680031348839443
Site 27,4,Male,14,2.371501570479093,4.428781919133137
Site 27,4,Female,15,3.0305583381714314,4.387482323936291
Site 27,4,Female,16,3.2557233450629584,4.79525326501682
Site 27,4,Female,17,3.1192538575641366,3.8450151031966784
Site 27,4,Male,18,1.8376450942393303,4.307247911285698
Site 27,4,Male,19,2.401345702147821,2.7676200302260527
Site 27,4,Female,20,2.669470250837194,4.063321956929447
Site 27,5,Female,1,1.0987777962681804,4.2629053090606055
Site 27,5,Female,2,3.1971287029548856,4.710492166137622
Site 27,5,Male,3,2.7286573461604693,4.601000787364091
Site 27,5,Male,4,1.872123031867201,4.753583640559153
Site 27,5,Female,5,2.4316443389205022,4.972234326573179
Site 27,5,Female,6,2.310431940885882,4.184188900753492
Site 27,5,Female,7,2.258183883349847,4.060399051951069
Site 27,5,Male,8,2.7745639891052782,5.141140506383769
Site 27,5,Male,9,3.2664749149363574,3.5421415544169257
Site 27,5,Male,10,3.4251694781192636,3.702011345804098
Site 27,5,Female,11,2.070170707775583,2.8177350624640414
Site 27,5,Male,12,2.515954496790091,4.2269169715087775
Site 27,5,Female,13,3.445766658405515,4.208755704677147
Site 27,5,Male,14,3.7801014923623395,3.865567566735132
Site 27,5,Male,15,3.340867071937439,5.088374310398701
Site 27,5,Male,16,2.251970486215431,3.07532259671017
Site 27,5,Female,17,1.7448004204457903,2.851630223597523
Site 27,5,Male,18,2.7946915178995893,4.448225677661477
Site 27,5,Female,19,2.567338142800713,3.9433552953929856
Site 27,5,Male,20,3.2371236639968544,3.624026992623416
Site 28,1,Female,1,2.3673916006331397,1.9235017555384135
Site 28,1,Male,2,2.58993260866113,2.223920210790099
Site 28,1,Female,3,1.5410329505515175,2.0327651951708283
Site 28,1,Male,4,2.3256876895227325,1.8163055756357815
Site 28,1,Female,5,2.873186665286789,3.208632906107986
Site 28,1,Male,6,2.235347361023776,2.765967420186535
Site 28,1,Female,7,2.6966671382299996,2.2077051581123652
Site 28,1,Female,8,2.971086870485753,2.2189257047132793
Site 28,1,Female,9,2.539870234757039,2.1127024645521946
Site 28,1,Male,10,2.44680142598477,1.5520338901893267
Site 28,1,Male,11,3.322299714724723,2.9920885948004377
Site 28,1,Male,12,2.6377535470340776,3.080108329059036
Site 28,1,Male,13,2.2041458820158577,1.9895843246561087
Site 28,1,Female,14,2.4788661064069646,1.8688429158894162
Site 28,1,Female,15,2.46567132604124,2.238264321580067
Site 28,1,Male,16,1.6747597615750363,3.4627254846860707
Site 28,1,Male,17,1.2841989923747303,2.677278711711115
Site 28,1,Female,18,2.8609221423562534,2.260063934572449
Site 28,1,Male,19,2.7175587503887306,2.7546929438590975
Site 28,1,Female,20,2.117764452627224,2.99159454353092
Site 28,2,Male,1,2.569200908981969,2.6997796061004
Site 28,2,Male,2,2.1406487001117034,2.916098543062321
Site 28,2,Female,3,2.4545838207991335,2.754900614823926
Site 28,2,Female,4,1.6168457772640557,2.158495627379388
Site 28,2,Female,5,2.3035595419552717,2.3956440325757944
Site 28,2,Female,6,2.102422504748924,2.7755836221447074
Site 28,2,Female,7,2.6060404706080758,1.9171808807765813
Site 28,2,Male,8,2.494245673527551,1.7381655112237833
Site 28,2,Male,9,2.7422530092069874,1.965393079056501
Site 28,2,Male,10,2.000338581867918,2.0606654660812342
Site 28,2,Male,11,2.2308106064724575,1.3780383396667386
Site 28,2,Female,12,2.2404459794041793,2.231597448255198
Site 28,2,Male,13,2.30787261802734,2.268482820176534
Site 28,2,Female,14,3.115201950892807,2.2283004605932706
Site 28,2,Female,15,2.2460164634030044,2.197185413605599
Site 28,2,Male,16,2.3830256874708367,2.0727292101983226
Site 28,2,Male,17,2.7132058575698657,2.1810279929854546
Site 28,2,Male,18,2.060847408245826,1.47909440648528
Site 28,2,Male,19,2.3980036586291686,1.5499087988450753
Site 28,2,Female,20,1.766529178239138,2.2435544121012407
Site 28,3,Female,1,2.9065846130640516,1.6192442724102232
Site 28,3,Male,2,3.1294135207678013,2.2226254492276194
Site 28,3,Female,3,2.511632757939564,2.1297708098352794
Site 28,3,Female,4,2.6081560925379157,2.841885323763223
Site 28,3,Male,5,2.319004672304023,2.3875311139265847
Site 28,3,Male,6,2.2775131914802245,2.298954454131811
Site 28,3,Female,7,2.5026081896025754,2.0147557826091713
Site 28,3,Female,8,2.882907110323453,1.9091002819858032
Site 28,3,Male,9,1.6717037205300964,2.780998728365854
Site 28,3,Female,10,2.3796730138001534,2.4865214897092525
Site 28,3,Female,11,2.1822949581437494,2.362475956488055
Site 28,3,Male,12,2.824865684123425,1.5876071699779575
Site 28,3,Male,13,2.581398437719236,2.697142433973692
Site 28,3,Male,14,1.1553260078091254,2.561117263443639
Site 28,3,Male,15,2.2387801141614565,3.0621413298644216
Site 28,3,Female,16,2.161924847650026,2.10945969686769
Site 28,3,Female,17,3.2751916001366097,1.9569217346642844
Site 28,3,Female,18,2.6628536298287235,1.6795433506952402
Site 28,3,Female,19,2.382000456275552,1.7051786502722859
Site 28,3,Male,20,2.250364376956425,2.7560228408877743
Site 28,4,Female,1,3.048034122202547,2.4115828581065633
Site 28,4,Male,2,2.47311733415647,3.3067455905119307
Site 28,4,Male,3,2.0684645596453124,2.0826932468480317
Site 28,4,Male,4,2.396908787068799,2.215658533571428
Site 28,4,Female,5,2.6175623846524347,3.0763336994264776
Site 28,4,Female,6,1.992323417619948,2.0138471121514456
Site 28,4,Male,7,2.775830366792966,1.7371200136655167
Site 28,4,Female,8,2.259978624650705,2.0893047004414935
Site 28,4,Female,9,2.722173722839889,2.059725948352594
Site 28,4,Male,10,2.289804618162392,2.294634653640434
Site 28,4,Female,11,2.401605275380608,2.458111929058186
Site 28,4,Female,12,1.4811255985063005,2.773772695620048
Site 28,4,Female,13,2.2774470922664785,2.136061477266612
Site 28,4,Male,14,1.774726319958615,2.925986513893568
Site 28,4,Female,15,2.212349437782119,2.253272356942581
Site 28,4,Male,16,1.687451827333307,2.4496044854342696
Site 28,4,Female,17,2.248034173207218,3.250296885397384
Site 28,4,Female,18,2.5342050562134757,2.6268955317937657
Site 28,4,Male,19,2.554141457294933,2.3776163183310506
Site 28,4,Male,20,1.6429873406789652,3.1823321905990354
Site 28,5,Male,1,3.1249032524681772,3.004348048808302
Site 28,5,Male,2,2.0290124798150604,2.397296979085716
Site 28,5,Female,3,1.5888680316491424,2.1587471253902444
Site 28,5,Male,4,2.9514869742244985,1.3047400149825121
Site 28,5,Male,5,2.3422531829069366,2.1601175187538693
Site 28,5,Male,6,1.8673389264389233,2.8191430680435676
Site 28,5,Female,7,2.6845636802986568,2.663649884958267
Site 28,5,Female,8,1.8960164320702497,2.1388741287987485
Site 28,5,Female,9,2.196204805581,1.719285270023245
Site 28,5,Female,10,2.2049972317271433,2.424158822147161
Site 28,5,Male,11,2.269826473819159,2.872982160437583
Site 28,5,Female,12,1.62403026992805,2.8500006395349287
Site 28,5,Male,13,2.2027793865196745,2.6573239091988974
Site 28,5,Male,14,2.5717892097067048,3.31290052890125
Site 28,5,Male,15,1.9878322161131772,2.5233054561652435
Site 28,5,Female,16,2.308120530468518,2.7138410975854135
Site 28,5,Male,17,2.391141844667203,2.115071323395952
Site 28,5,Male,18,2.5004610564239234,3.763128716188132
Site 28,5,Male,19,2.4582658817626215,1.5864018374499902
Site 28,5,Male,20,2.701918184184029,3.1279469709086367
Site 29,1,Male,1,2.9718764948628293,3.9377749391331145
Site 29,1,Male,2,2.31672051774701,3.579557580550426
Site 29,1,Female,3,1.9198496589393819,4.523953145716856
Site 29,1,Male,4,2.600997129295251,4.025531719142962
Site 29,1,Male,5,2.3111718095263507,3.8232206632725143
Site 29,1,Male,6,2.6183324004171746,4.406335885693691
Site 29,1,Female,7,2.704643167888471,3.667033128703717
Site 29,1,Male,8,1.9467312733658875,3.8734563961482817
Site 29,1,Male,9,1.3816019543121225,4.057147786446232
Site 29,1,Male,10,1.4060458943109848,3.3732508781775596
Site 29,1,Male,11,3.20288044314213,3.6591368710658014
Site 29,1,Male,12,1.7340675486913055,4.068618746498486
Site 29,1,Male,13,2.702541905585432,3.7969139995313888
Site 29,1,Female,14,1.8965491378577324,3.397552330745233
Site 29,1,Male,15,1.7429632744946166,3.356440835510705
Site 29,1,Male,16,3.521789472015411,3.5566061814514813
Site 29,1,Male,17,2.139354154133563,4.129314365893348
Site 29,1,Male,18,1.7514950051077722,4.123193745874372
Site 29,1,Female,19,1.9649530973986657,3.9343253932655853
Site 29,1,Female,20,1.4070319487912282,3.346393859590494
Site 29,2,Male,1,1.424562941296562,4.229985183208845
Site 29,2,Female,2,1.4162887050364428,3.048543026947958
Site 29,2,Male,3,2.5017385664645286,3.7195514625624067
Site 29,2,Male,4,3.286382610130881,3.5756480740294263
Site 29,2,Female,5,2.7053863394341446,4.217684450978508
Site 29,2,Male,6,3.103923901647296,3.499771685640397
Site 29,2,Male,7,2.154768505041396,4.336930639385732
Site 29,2,Male,8,2.0588154009130073,3.9678462746226364
Site 29,2,Female,9,2.4850232031793267,3.551663799008907
Site 29,2,Male,10,3.0453359261157402,3.5371677061287725
Site 29,2,Male,11,2.010705706711206,3.7517190878032176
Site 29,2,Male,12,2.400280711470562,3.356684470025509
Site 29,2,Male,13,1.9284203411064653,3.540313823992853
Site 29,2,Female,14,2.3597040431448826,3.690381685603357
Site 29,2,Male,15,2.6526316471693097,3.439872635016714
Site 29,2,Female,16,1.8080503077582577,3.8966221442089437
Site 29,2,Female,17,2.2288111836353917,4.086056044570239
Site 29,2,Male,18,2.3030617046058333,4.03158767253123
Site 29,2,Female,19,1.359686304282853,3.8092689054160096
Site 29,2,Male,20,2.606657628138857,4.085727440563427
Site 29,3,Female,1,2.428842965971665,4.431674239933126
Site 29,3,Female,2,2.9624751063857886,4.44352375707558
Site 29,3,Female,3,2.536081307900967,3.675279556886955
Site 29,3,Male,4,3.250841618171182,4.24386825013906
Site 29,3,Male,5,1.6725193202693676,4.397715433519394
Site 29,3,Male,6,1.764092212343479,3.995516732410726
Site 29,3,Female,7,2.1554469082952172,4.103331526321724
Site 29,3,Female,8,1.5376280082827285,4.659195824911774
Site 29,3,Male,9,3.1883306188617477,3.5378771269835823
Site 29,3,Male,10,2.054025700396678,3.714156614935515
Site 29,3,Female,11,1.7111946296314264,3.7992818625329816
Site 29,3,Male,12,2.8983365482235808,4.050122552069496
Site 29,3,Male,13,2.5535809771879867,3.60395770896042
Site 29,3,Female,14,1.8715409358700779,3.881826588065324
Site 29,3,Male,15,2.5798298005571536,3.537164382986194
Site 29,3,Female,16,2.5721548584602636,4.176151364270861
Site 29,3,Male,17,2.6589558576090977,4.08543548248255
Site 29,3,Male,18,3.1979353213210944,3.8963744046797766
